org,scraped_at,headline_1,headline_2,headline_3
https://www.lemonde.fr/en/,2024-04-28 05:32:25.924079,"Young Turkish graduates increasingly tempted to emigrate: 'I, too, want to go abroad'",Gaza war casts shadow over White House correspondents' dinner,Poland wants Europe to become a 'geopolitical power'
https://www.bbc.com/,2024-04-28 05:32:25.052798,How a police raid on Columbia protest ignited campus movement,Weinstein in hospital after conviction overturned,How a police raid on Columbia protest ignited campus movement
https://www.aljazeera.com,2024-04-28 05:32:24.218161,"Israeli forces kill 27 in Gaza as pro-Palestine protests sweep US campuses, https://www.aljazeera.com/news/liveblog/2024/4/28/israels-war-on-gaza-live-israel-says-rafah-invasion-on-negotiation-table","Pro-Palestine student protests spread in second week of demonstrations, https://www.aljazeera.com/news/2024/4/27/pro-palestinian-student-protests-spread-in-second-week-of-demonstrations","Hamas releases video of two Israeli captives held in Gaza, https://www.aljazeera.com/news/2024/4/27/hamas-releases-video-of-two-israeli-captives-held-in-gaza"
https://www.economist.com,2024-04-27 05:32:21.570543,"A mosquito-borne disease is spreading as the planet warms, https://www.economist.com/leaders/2024/04/25/as-the-planet-warms-watch-out-for-dengue-fever","The Middle East has a militia problem, https://www.economist.com/middle-east-and-africa/2024/04/25/the-middle-east-has-a-militia-problem","Don’t like your job? Quit for a rival firm, https://www.economist.com/finance-and-economics/2024/04/25/dont-like-your-job-quit-for-a-rival-firm"
https://www.lemonde.fr/en/,2024-04-27 05:32:20.513410,"Camping moves upmarket, at the risk of losing its soul","In Paris, Sciences Po students end Gaza war protests after street fight",Climate change and the environment take a back seat in Emmanuel Macron's speech on Europe
https://www.bbc.com/,2024-04-27 05:32:19.138063,Blinken says China helping fuel Russian threat to Ukraine,The explosions of colour that painted a Glasgow estate,Blinken says China helping fuel Russian threat to Ukraine
https://www.aljazeera.com,2024-04-27 05:32:18.362009,"15 killed in Israeli attacks on Gaza as student antiwar protests spread, https://www.aljazeera.com/news/liveblog/2024/4/27/israels-war-on-gaza-live-israel-bombards-gaza-as-student-protests-spread","Columbia University’s Shafik rebuked over Gaza crackdown but avoids censure, https://www.aljazeera.com/news/2024/4/27/columbia-universitys-shafik-rebuked-over-gaza-crackdown-but-avoids-censure","Generation gap: What student protests say about US politics, Israel support, https://www.aljazeera.com/news/2024/4/26/generation-gap-what-student-protests-say-about-us-politics-israel-support"
https://www.economist.com,2024-04-26 05:34:06.182347,"The Supreme Court seems divided over Donald Trump’s immunity, https://www.economist.com/united-states/2024/04/25/the-supreme-court-seems-divided-over-donald-trumps-immunity","America’s $61bn aid package buys Ukraine time, https://www.economist.com/briefing/2024/04/25/americas-61bn-aid-package-buys-ukraine-time","The UAE is using a wealth fund to gain diplomatic sway, https://www.economist.com/finance-and-economics/2024/04/25/the-uae-is-using-a-wealth-fund-to-gain-diplomatic-sway"
https://www.lemonde.fr/en/,2024-04-26 05:34:05.201345,"Lausanne's Institute of Technology, 'saturated' with French students, tightens admissions",Glide bombs: Russia's 'ultimate weapon' or a sign of Ukraine's under-equipment?,"In EU speech, Macron says Europe is 'mortal' and 'can die'"
https://www.bbc.com/,2024-04-26 05:34:04.060015,LA college cancels grad ceremony amid Gaza protests,"Conservation is saving species, global study says",LA college cancels grad ceremony amid Gaza protests
https://www.aljazeera.com,2024-04-26 05:34:03.274929,"UN says ‘preserve evidence’ as 392 bodies discovered in Gaza mass graves, https://www.aljazeera.com/news/liveblog/2024/4/26/israels-war-on-gaza-live-un-says-preserve-evidence-of-gaza-mass-graves","Blocks from the White House, US students stand steadfast with Gaza, https://www.aljazeera.com/news/2024/4/25/blocks-from-the-white-house-us-students-stand-steadfast-with-gaza","Focus on India’s southern states in second phase of mammoth election, https://www.aljazeera.com/news/liveblog/2024/4/26/india-election-2024-live-news-eyes-on-southern-states-in-lok-sabha-vote"
https://www.economist.com,2024-04-25 05:32:38.851191,"Don’t be gloomy about Tesla and its EV rivals, https://www.economist.com/leaders/2024/04/24/dont-be-gloomy-about-tesla-and-its-ev-rivals","America’s latest aid will give Ukraine only a temporary reprieve, https://www.economist.com/leaders/2024/04/24/congress-has-given-ukraine-a-reprieve-with-its-new-aid-package","Can anyone pull Boeing out of its nosedive?, https://www.economist.com/business/2024/04/24/can-anyone-pull-boeing-out-of-its-nosedive"
https://www.lemonde.fr/en/,2024-04-25 05:32:37.832463,"50 years ago, the Carnation Revolution ended Portugal's dictatorship in one night",Macron seeks to revive EU elections campaign with Europe speech,Spanish PM Sanchez considers resigning after wife's graft probe
https://www.bbc.com/,2024-04-25 05:32:36.740488,Searching for missing loved ones in Gaza’s mass graves,Blinken tackles a tough China visit. Will it help?,Searching for missing loved ones in Gaza’s mass graves
https://www.aljazeera.com,2024-04-25 05:32:35.752646,"Calls grow for investigation of mass graves in Gaza; US gives Israel $26bn, https://www.aljazeera.com/news/liveblog/2024/4/25/israels-war-on-gaza-live-calls-grow-for-gaza-mass-graves-investigation","‘We need you’: Solomon Islands’ support for US agency’s return revealed, https://www.aljazeera.com/economy/2024/4/24/we-need-you-solomon-islands-support-for-us-agencys-return-revealed","US secretly sent long-range ATACMS weapons to Ukraine, https://www.aljazeera.com/news/2024/4/25/us-secretly-sent-long-range-atacms-weapons-to-ukraine"
https://www.economist.com,2024-04-24 05:32:19.775860,"Congress tells China: sell TikTok or we’ll ban it, https://www.economist.com/business/2024/04/24/congress-tells-china-sell-tiktok-or-well-ban-it","Why a stronger dollar is dangerous, https://www.economist.com/finance-and-economics/2024/04/23/why-a-stronger-dollar-is-dangerous","Without fanfare, the Philippines is getting richer, https://www.economist.com/asia/2024/04/23/without-fanfare-the-philippines-is-getting-richer"
https://www.lemonde.fr/en/,2024-04-24 05:32:18.779183,Inside the workshop that furnishes France,"US Senate passes aid for Ukraine, Israel and Taiwan with big bipartisan vote","In India, Islamophobia gains ground in election campaign"
https://www.bbc.com/,2024-04-24 05:32:17.560966,US Senate passes bill that could see TikTok banned,UN 'horrified' by Gaza hospital mass grave reports,US Senate passes bill that could see TikTok banned
https://www.aljazeera.com,2024-04-24 05:32:16.816613,"3 killed in Israeli strike on Rafah home; intense shelling of north Gaza, https://www.aljazeera.com/news/liveblog/2024/4/24/israels-war-on-gaza-live-rafah-family-killed-injured-in-israeli-strike","Parallel economy: How Russia is defying the West’s boycott, https://www.aljazeera.com/economy/longform/2024/4/24/parallel-economy-how-russia-is-defying-the-wests-boycott","US Senate passes Ukraine, Israel, Taiwan bill; Biden to sign on Wednesday, https://www.aljazeera.com/news/2024/4/24/us-senate-passes-ukraine-israel-taiwan-bill-biden-to-sign-on-wednesday"
https://www.economist.com,2024-04-23 05:32:29.643797,"How Chinese networks clean dirty money on a vast scale, https://www.economist.com/china/2024/04/22/how-chinese-networks-clean-dirty-money-on-a-vast-scale","Disney, Ford, Microsoft and the age of the quasi-merger, https://www.economist.com/business/2024/04/22/how-to-build-a-global-business-empire-in-the-21st-century","Is ticketing homeless people a cruel and unusual punishment?, https://www.economist.com/united-states/2024/04/18/is-ticketing-homeless-people-a-cruel-and-unusual-punishment"
https://www.lemonde.fr/en/,2024-04-23 05:32:28.756433,Ukrainian rape survivors experience silence or shame,"Palestinians describe Israeli assault on Al-Shifa Hospital: 'If we went outside, we were killed'",ECB vice president says 'June interest rate cut is a fait accompli'
https://www.bbc.com/,2024-04-23 05:32:27.846274,Ten dead after Malaysia navy helicopters collide,India's battered opposition takes on Modi,Ten dead after Malaysia navy helicopters collide
https://www.aljazeera.com,2024-04-23 05:32:27.110602,"Donors urged to resume UNRWA funding as review finds no Israeli evidence, https://www.aljazeera.com/news/liveblog/2024/4/23/israels-war-on-gaza-live-palestinians-urge-donors-to-resume-unrwa-funding","‘Battlelines’ drawn as jury hears opening remarks in Trump hush money case, https://www.aljazeera.com/news/2024/4/22/battlelines-drawn-jury-hears-opening-arguments-in-trump-hush-money-case","UK law to send asylum seekers to Rwanda passed after months of wrangling, https://www.aljazeera.com/news/2024/4/23/uk-law-to-send-asylum-seekers-to-rwanda-passed-after-months-of-wrangling"
https://www.economist.com,2024-04-22 05:32:28.190695,"How to get more people into military uniforms, https://www.economist.com/leaders/2024/04/18/how-to-get-more-people-into-military-uniforms","How American politics has infected investing, https://www.economist.com/finance-and-economics/2024/04/21/how-american-politics-has-infected-investing","After a year of war, Sudan is a failing state, https://www.economist.com/middle-east-and-africa/2024/04/15/after-a-year-of-war-sudan-is-a-failing-state"
https://www.lemonde.fr/en/,2024-04-22 05:32:27.358171,The 'well-established' French Muslims who are thinking of emigrating,Canadian uranium is strategic for French nuclear power plants,"Argentina: 'President Milei's political project is based on a selective, fantasized account of the past'"
https://www.bbc.com/,2024-04-22 05:32:26.650063,How Chinese firms are using Mexico as a backdoor to the US,Seven killed in Sri Lanka motor race crash,How Chinese firms are using Mexico as a backdoor to the US
https://www.aljazeera.com,2024-04-22 05:32:25.746271,"Israel bombards Gaza as more bodies found in Khan Younis mass grave, https://www.aljazeera.com/news/liveblog/2024/4/22/israels-war-on-gaza-live-baby-born-after-mother-killed-in-strike-stable","Why Kerala isn’t buying Modi claim of ‘double-digit’ win in India election, https://www.aljazeera.com/news/2024/4/22/why-kerala-isnt-buying-modi-claim-of-double-digit-bjp-win-in-india-polls","US expected to sanction Israeli military unit over alleged rights abuses, https://www.aljazeera.com/news/2024/4/21/us-set-to-impose-sanctions-on-israeli-military-unit-over-abuses-report"
https://www.economist.com,2024-04-21 05:32:19.060218,"Finally, America’s Congress does right by Ukraine, https://www.economist.com/2024/04/20/finally-americas-congress-does-right-by-ukraine","America’s moves against Chinese biotech will hurt patients at home, https://www.economist.com/leaders/2024/04/18/americas-moves-against-chinese-biotech-will-hurt-patients-at-home","On its 150th anniversary, Impressionism is surprisingly relevant, https://www.economist.com/culture/2024/04/18/on-its-150th-anniversary-impressionism-is-surprisingly-relevant"
https://www.lemonde.fr/en/,2024-04-21 05:32:18.089112,'Marine Le Pen has won the loyalty of women voters',The US House of Representatives passes a new aid package for Ukraine after six months of deadlock,The new life of French-Palestinian Gaza survivors
https://www.bbc.com/,2024-04-21 05:32:17.283926,Damage seen at Iran air base after Israeli attack,The 'Robin Hood' TikToker taking on landlords,Damage seen at Iran air base after Israeli attack
https://www.aljazeera.com,2024-04-21 05:32:16.532209,"Bodies of 50 Palestinians found in mass grave in Gaza’s Khan Younis, https://www.aljazeera.com/news/liveblog/2024/4/21/israels-war-on-gaza-live-mother-child-among-killed-in-new-rafah-strike","US House approves aid package worth billions for Ukraine, Israel, https://www.aljazeera.com/news/2024/4/20/us-house-approves-aid-package-worth-billions-for-ukraine-israel","One killed, eight wounded in blast at Iran-aligned group’s base in Iraq, https://www.aljazeera.com/news/2024/4/20/one-killed-20-wounded-in-blast-at-iran-aligned-groups-base-in-iraq"
https://www.economist.com,2024-04-20 05:32:23.265165,"Israel responds to Iran’s barrage with a symbolic strike, https://www.economist.com/middle-east-and-africa/2024/04/19/israel-responds-to-irans-barrage-with-a-symbolic-strike","America is uniquely ill-suited to handle a falling population, https://www.economist.com/briefing/2024/04/18/america-is-uniquely-ill-suited-to-handle-a-falling-population","Citigroup, Wall Street’s biggest loser, is at last on the up, https://www.economist.com/finance-and-economics/2024/04/18/citigroup-wall-streets-biggest-loser-is-at-last-on-the-up"
https://www.lemonde.fr/en/,2024-04-20 05:32:22.375805,How the French arms industry is scaling up,"US agrees to pull over 1,000 troops from Niger",India's elections this year stand out for their 'undemocratic nature'
https://www.bbc.com/,2024-04-20 05:32:21.468062,Protester sets himself on fire outside Trump trial,An attack on women that has devastated Australia,Protester sets himself on fire outside Trump trial
https://www.aljazeera.com,2024-04-20 05:32:20.496305,"Israeli forces continue Nur Shams refugee camp raid, teen among 5 killed, https://www.aljazeera.com/news/liveblog/2024/4/20/israels-war-on-gaza-live-israelis-continue-intense-raid-on-nur-shams-camp","Iran says air defence systems shot down 3 drones amid Israel tensions, https://www.aljazeera.com/news/2024/4/19/israeli-missiles-hit-site-in-iran-explosions-heard-in-isfahan-report","North Korea conducts test on new ‘super-large warhead’: State media, https://www.aljazeera.com/news/2024/4/20/north-korea-conducts-test-on-new-super-large-warhead-state-media"
https://www.economist.com,2024-04-19 05:32:29.627084,"Reasons to be cheerful about Generation Z, https://www.economist.com/leaders/2024/04/18/reasons-to-be-cheerful-about-generation-z","What is screen time doing to children?, https://www.economist.com/science-and-technology/2024/04/17/what-is-screen-time-doing-to-children","Israel should not rush to strike back at Iran, https://www.economist.com/leaders/2024/04/18/israel-should-not-rush-to-strike-back-at-iran"
https://www.lemonde.fr/en/,2024-04-19 05:32:28.681688,"Iran activates its air defense, US media reports Israeli strike",Le Pen's RN has consistently backed authoritarian regimes in European Parliament votes,Jury sworn in for Trump's criminal trial
https://www.bbc.com/,2024-04-19 05:32:27.885912,US again warns Israel against Rafah offensive,World’s biggest election kicks off as India votes,US again warns Israel against Rafah offensive
https://www.aljazeera.com,2024-04-19 05:32:26.905805,"Explosions reported as Iran activates air defence systems, https://www.aljazeera.com/news/liveblog/2024/4/19/live-israel-launches-missile-attack-in-response-to-iran-assault","PA says US veto of Palestinian UN membership ‘unfair, unethical’, https://www.aljazeera.com/news/liveblog/2024/4/19/israels-war-on-gaza-live-us-veto-at-un-unfair-unethical-pa-president","India’s Modi seeks third term as world’s biggest election kicks off, https://www.aljazeera.com/news/liveblog/2024/4/19/india-election-2024-live-news-vote-for-lok-sabha-seats-begins"
https://www.economist.com,2024-04-18 05:32:30.733926,"America’s interest rates are unlikely to fall this year, https://www.economist.com/leaders/2024/04/17/americas-interest-rates-are-unlikely-to-fall-this-year","Would you really die for your country?, https://www.economist.com/international/2024/04/17/would-you-really-die-for-your-country","Even without war in the Gulf, pricier petrol is here to stay, https://www.economist.com/finance-and-economics/2024/04/17/even-without-war-in-the-gulf-pricier-petrol-is-here-to-stay"
https://www.lemonde.fr/en/,2024-04-18 05:32:29.711212,Paris 2024: How the Olympics are preparing for the risk of epidemics,French judicial authorities seize properties belonging to Putin associates,"Between Iran and Israel, Jordan plays a difficult game"
https://www.bbc.com/,2024-04-18 05:32:28.578413,Ukraine warns of WW3 ahead of stalled US aid vote,Stabbed Australian bishop forgives alleged attacker,Ukraine warns of WW3 ahead of stalled US aid vote
https://www.aljazeera.com,2024-04-18 05:32:27.758314,"Israel hits Rafah as UNRWA chief warns ‘dehumanisation rampant’ in Gaza war, https://www.aljazeera.com/news/liveblog/2024/4/18/israels-war-on-gaza-live-children-among-7-killed-as-israeli-strikes-rafah","Hezbollah launches missiles and drones at northern Israel, https://www.aljazeera.com/news/2024/4/17/hezbollah-launches-missiles-and-drones-at-northern-israel","Biden urges Congress to end impasse and send aid to Israel and Ukraine, https://www.aljazeera.com/news/2024/4/17/biden-urges-congress-to-pass-israel-ukraine-aid-as-impasse-drags-on"
https://www.economist.com,2024-04-17 05:32:24.775209,"Gandhi v Modi: crunch time for Congress as India prepares to vote, https://www.economist.com/asia/2024/04/16/gandhi-v-modi-crunch-time-for-congress-as-india-prepares-to-vote","Generation Z is unprecedentedly rich, https://www.economist.com/finance-and-economics/2024/04/16/generation-z-is-unprecedentedly-rich","China’s better economic growth hides reasons to worry, https://www.economist.com/finance-and-economics/2024/04/16/chinas-better-economic-growth-hides-reasons-to-worry"
https://www.lemonde.fr/en/,2024-04-17 05:32:23.819883,"100 days before the Paris Olympics, a look at the criticism and concern leveled at London, Rio and Tokyo","In Israel, Iran attack is a 'nightmare inside a nightmare' for a society that knows little peace",Champions League: PSG stage comeback to defeat Barcelona and advance to semi-finals
https://www.bbc.com/,2024-04-17 05:32:23.076323,US and EU eye new sanctions on Iran after attack,Deadly settler attacks on Palestinians follow Israeli boy's killing,US and EU eye new sanctions on Iran after attack
https://www.aljazeera.com,2024-04-17 05:32:22.347180,"Many children among 18 killed in Israeli attacks on refugee camps in Gaza, https://www.aljazeera.com/news/liveblog/2024/4/17/israels-war-on-gaza-live-eleven-killed-in-israeli-strike-on-refugee-camp","Will Modi win 400 seats in India’s election? The south holds the answer, https://www.aljazeera.com/news/2024/4/17/will-modi-win-400-seats-in-indias-election-the-south-holds-the-answer","China, US defence chiefs hold first substantive talks in nearly 18 months, https://www.aljazeera.com/news/2024/4/17/china-us-defence-chiefs-hold-first-substantive-talks-in-nearly-18-months"
https://www.economist.com,2024-04-16 05:32:41.040255,"Explore our prediction model for Britain’s looming election, https://www.economist.com/britain/2024/04/15/explore-our-prediction-model-for-britains-looming-election","Iranians fear their brittle regime will drag them into war, https://www.economist.com/middle-east-and-africa/2024/04/15/iranians-fear-their-brittle-regime-will-drag-them-into-war","America hits Chinese biotech—and its own drugmakers, https://www.economist.com/business/2024/04/15/america-hits-chinese-biotech-and-its-own-drugmakers"
https://www.lemonde.fr/en/,2024-04-16 05:32:40.058267,Why is Russia's Black Sea fleet so vulnerable?,Trump's landmark criminal trial opens in New York,Paris 2024: Emmanuel Macron's 'plans B and C' for the opening ceremony on the Seine raise questions
https://www.bbc.com/,2024-04-16 05:32:38.830736,Dozens of jurors ruled out as historic Trump trial begins,Sydney church stabbing declared a 'terrorist' attack,Dozens of jurors ruled out as historic Trump trial begins
https://www.aljazeera.com,2024-04-16 05:32:38.070942,"Israel pledges response to Iran as mass grave uncovered in Gaza hospital, https://www.aljazeera.com/news/liveblog/2024/4/16/israels-war-on-gaza-live-israel-vows-response-to-iran","Israel’s military chief pledges response to Iran attack, https://www.aljazeera.com/news/2024/4/15/western-allies-urge-restraint-as-israeli-war-cabinet-weighs-iran-response","China’s economy beats expectations, growing 5.3 percent in first quarter, https://www.aljazeera.com/economy/2024/4/16/chinas-economy-beats-expectations-growing-five-point-three-percent-in-first-quarter"
https://www.economist.com,2024-04-15 05:32:53.847085,"Will Israel retaliate against Iran, or hold back?, https://www.economist.com/middle-east-and-africa/2024/04/14/will-israel-retaliate-against-iran-or-hold-back","What to expect as Donald Trump’s first criminal trial gets under way, https://www.economist.com/united-states/2024/04/14/what-to-expect-as-donald-trumps-first-criminal-trial-gets-under-way","Generative AI is a marvel. Is it also built on theft?, https://www.economist.com/business/2024/04/14/generative-ai-is-a-marvel-is-it-also-built-on-theft"
https://www.lemonde.fr/en/,2024-04-15 05:32:52.965661,"After Iranian attack on its territory, Israel says it is 'ready for all scenarios'",Israel and Iran trade accusations of jeopardizing peace at the UN Security Council,Germany continues to prefer rapprochement to confrontation with China
https://www.bbc.com/,2024-04-15 05:32:52.270738,"Bowen: As Israel debates Iran attack response, can US and allies stop slide into all-out war?",US tells Israel it won't join any Iran retaliation,"Bowen: As Israel debates Iran attack response, can US and allies stop slide into all-out war?"
https://www.aljazeera.com,2024-04-15 05:32:51.367101,"Israel bombs Gaza as US rules out joining Israeli counterattack on Iran, https://www.aljazeera.com/news/liveblog/2024/4/15/israels-war-on-gaza-live-five-killed-in-nuseirat-as-israel-strikes-camps","‘Arsonist and firefighter’: Can the US restrain Israel after Iran attack?, https://www.aljazeera.com/news/2024/4/14/israels-past-defiance-in-spotlight-as-us-calls-for-iran-attack-restraint","Manipur’s BJP CM inflamed conflict: Assam Rifles report on India violence, https://www.aljazeera.com/features/2024/4/15/manipur-bjp-cm-inflamed-conflict-assam-rifles-report-on-india-violence"
https://www.economist.com,2024-04-14 06:22:18.462678,"Iran attacks Israel, risking a full-blown regional war, https://www.economist.com/middle-east-and-africa/2024/04/13/iran-attacks-israel-risking-a-full-blown-regional-war","True swing voters are extraordinarily rare in America, https://www.economist.com/leaders/2024/04/11/true-swing-voters-are-extraordinarily-rare-in-america","Why most people regret Brexit, https://www.economist.com/britain/2024/04/11/why-most-people-regret-brexit"
https://www.lemonde.fr/en/,2024-04-14 06:22:17.578967,"According to Israel army, Iranian strikes caused 'minor damage,' 'majority of incoming missiles' intercepted","Iran's attacks on Israel: World leaders warn against escalation, UN Security Council emergency meeting on Sunday",US shoots down Iran-launched attack drones as Biden team pledges 'support' for Israel against Tehran
https://www.bbc.com/,2024-04-14 06:22:16.367509,Watch footage from Israel as Iran launches dozens of missiles,Biden: Israel thwarted Iranian attack with US help,Watch footage from Israel as Iran launches dozens of missiles
https://www.aljazeera.com,2024-04-14 06:22:15.417891,"Iran fires over 300 drones, missiles at Israel in retaliatory attack, https://www.aljazeera.com/news/liveblog/2024/4/14/israels-war-on-gaza-live-blasts-sirens-as-iranian-missiles-intercepted","Iran launches hundreds of missiles, drones in first direct attack on Israel, https://www.aljazeera.com/news/2024/4/13/israeli-army-says-iran-has-launched-drones-at-israel","Attacker identified in Sydney mall stabbing that killed 6, https://www.aljazeera.com/news/2024/4/13/man-shot-in-westfield-bondi-junction-mall-after-stabbings-sydney-police"
https://www.economist.com,2024-04-13 05:32:14.929061,"The rights and wrongs of assisted dying, https://www.economist.com/leaders/2024/04/11/the-rights-and-wrongs-of-assisted-dying","O.J. Simpson’s defence was a harbinger of post-truth politics, https://www.economist.com/united-states/2024/04/12/oj-simpsons-defence-was-a-harbinger-of-post-truth-politics","The short-sighted Israeli army, https://www.economist.com/leaders/2024/04/11/the-short-sighted-israeli-army"
https://www.lemonde.fr/en/,2024-04-13 05:32:14.007376,High-risk demonstrations and calls for calm in New Caledonia,"Odesa's Stanislav Skrinnik, ballet dancer by night and weapons manufacturer by day",German industry's relationship with China is at a tipping point
https://www.bbc.com/,2024-04-13 05:32:13.190327,Deadly violence after boy vanishes in West Bank,Ukraine could face defeat in 2024. Here's how that might look,Deadly violence after boy vanishes in West Bank
https://www.aljazeera.com,2024-04-13 05:32:11.886968,"Five dead and dozens injured in Israeli army attack on Gaza City, https://www.aljazeera.com/news/liveblog/2024/4/13/israels-war-on-gaza-live-5-dead-dozens-injured-in-gaza-city-attack","‘Disastrous’: Israel-Iran tensions test limits of US policy amid Gaza war, https://www.aljazeera.com/news/2024/4/12/disastrous-israel-iran-tensions-test-limits-of-us-policy-amid-gaza-war","Chile calls for the extradition of Venezuelans after dissident’s murder, https://www.aljazeera.com/news/2024/4/12/chile-calls-for-the-extradition-of-venezuelans-after-dissidents-murder"
https://www.economist.com,2024-04-12 05:33:54.587914,"Global warming is coming for your home, https://www.economist.com/leaders/2024/04/11/global-warming-is-coming-for-your-home","The IDF is accused of military and moral failures in Gaza, https://www.economist.com/middle-east-and-africa/2024/04/11/the-idf-is-accused-of-military-and-moral-failures-in-gaza","Mike Johnson may have to choose between Ukraine aid and his job, https://www.economist.com/united-states/2024/04/11/mike-johnson-may-have-to-choose-between-ukraine-aid-and-his-job"
https://www.lemonde.fr/en/,2024-04-12 05:33:53.679165,Orban's shadow looms over Euronews takeover,European elections are particularly at risk of foreign interference,Cannes Film Festival: Selection for 77th edition unveiled
https://www.bbc.com/,2024-04-12 05:33:52.804274,OJ Simpson: His life and the trial that defined it,Biden urged to ban China-made electric vehicles,OJ Simpson: His life and the trial that defined it
https://www.aljazeera.com,2024-04-12 05:33:52.072055,"63 killed in Gaza in 24 hours; WHO says Khan Younis damage ‘unimaginable’, https://www.aljazeera.com/news/liveblog/2024/4/12/israels-war-on-gaza-live-at-least-20-killed-in-gaza-in-last-24-hours","Before India election, Instagram boosts Modi AI images that violate rules, https://www.aljazeera.com/economy/2024/4/12/before-india-election-instagram-boosts-modi-ai-images-that-violate-rules","Tensions rise amid expectations of Iran retaliation against Israel, https://www.aljazeera.com/news/2024/4/11/tensions-rise-amid-expectations-of-iran-retaliation-against-israel"
https://www.economist.com,2024-04-11 05:32:23.395690,"1843 magazine | Robert F. Kennedy junior doesn’t care if he condemns America to Trump, https://www.economist.com/1843/2024/04/10/robert-f-kennedy-junior-doesnt-care-if-he-condemns-america-to-trump","America should follow England’s lead on transgender care for kids, https://www.economist.com/leaders/2024/04/10/america-should-follow-englands-lead-on-transgender-care-for-kids","Asian “nepo babies” are dominating its politics, https://www.economist.com/asia/2024/04/04/asian-nepo-babies-are-dominating-its-politics"
https://www.lemonde.fr/en/,2024-04-11 05:32:22.496037,Macron's risky gamble on Ukraine for the EU elections,European Parliament approves migration and asylum pact after years of deadlock,"South Korea's PM and top presidential officials offer to resign, following election defeat"
https://www.bbc.com/,2024-04-11 05:32:21.779487,'We are not fine': War casts shadow over Eid in Gaza,The billionaire facing death over $44bn bank fraud,'We are not fine': War casts shadow over Eid in Gaza
https://www.aljazeera.com,2024-04-11 05:32:20.921393,"Hamas says killing of chief’s family Israeli attempt to derail truce talks, https://www.aljazeera.com/news/liveblog/2024/4/11/israels-war-on-gaza-live-hamas-says-netanyahu-hindering-ceasefire-chances","‘Fiercest battles’ in east Ukraine; Russia warns France against deployment, https://www.aljazeera.com/news/2024/4/10/russia-creeps-forward-as-ukraine-strikes-its-air-force-and","Myanmar troops retreat to Thai border bridge after days of fighting, https://www.aljazeera.com/news/2024/4/11/myanmar-troops-retreat-to-thai-border-bridge-after-days-of-fighting"
https://www.economist.com,2024-04-10 05:32:30.634599,"China’s high-stakes struggle to defy demographic disaster, https://www.economist.com/china/2024/04/09/chinas-high-stakes-struggle-to-defy-demographic-disaster","America’s Asian allies are trying to Trump-proof their policies, https://www.economist.com/asia/2024/04/09/to-keep-the-peace-in-asia-japan-plans-for-war","The rich world faces nightmare budget deficits, https://www.economist.com/finance-and-economics/2024/04/09/the-rich-world-faces-nightmare-budget-deficits"
https://www.lemonde.fr/en/,2024-04-10 05:32:29.704927,Taiwan earthquake: Natural disaster expertise helped limit death toll,"Physicist Peter Higgs, father of the boson, has died",Paris 2024: How will airports cope with the challenge of the Olympic and Paralympic Games?
https://www.bbc.com/,2024-04-10 05:32:28.868382,Australia hints it could recognise Palestinian state,Can US pressure deliver Israel-Hamas truce in Gaza?,Australia hints it could recognise Palestinian state
https://www.aljazeera.com,2024-04-10 05:32:27.809849,"Israel bombs central Gaza, kills 14 in Nuseirat, as calls for more aid grow, https://www.aljazeera.com/news/liveblog/2024/4/10/israels-war-on-gaza-live-israel-bombards-gaza-kills-14-in-nuseirat-camp","South Koreans vote in election seen as test of President Yoon Suk-yeol, https://www.aljazeera.com/news/2024/4/10/south-koreans-vote-in-election-seen-as-test-of-president-yoon-suk-yeol","‘No good evidence’ for gender care for youth over long-term, review finds, https://www.aljazeera.com/news/2024/4/10/no-good-evidence-for-gender-care-for-youth-landmark-review-finds"
https://www.economist.com,2024-04-09 05:32:16.282644,"How Ukraine is using AI to fight Russia, https://www.economist.com/science-and-technology/2024/04/08/how-ukraine-is-using-ai-to-fight-russia","Is China or America the big boss of the global south?, https://www.economist.com/international/2024/04/08/is-china-or-america-the-big-boss-of-the-global-south","The Biden campaign in Michigan has a tremendous ground-game advantage, https://www.economist.com/united-states/2024/04/04/the-biden-campaign-in-michigan-has-a-tremendous-ground-game-advantage"
https://www.lemonde.fr/en/,2024-04-09 05:32:15.373121,Paris region rivers to be open to swimming again,"Leaders of Egypt, France and Jordan call for immediate Gaza ceasefire",'184th day in hell:' Hostage families express their anger at Netanyahu in Jerusalem
https://www.bbc.com/,2024-04-09 05:32:14.706345,Stunning images of eclipse that transfixed North America,Watch best moments from solar eclipse,Stunning images of eclipse that transfixed North America
https://www.aljazeera.com,2024-04-09 05:32:13.909350,"Netanyahu’s Rafah threat raises questions about Gaza truce talks: Hamas, https://www.aljazeera.com/news/liveblog/2024/4/9/israels-war-on-gaza-live-rafah-threat-raises-questions-about-truce-talks","‘On borrowed time’: World marks new global heat record in March, https://www.aljazeera.com/news/2024/4/9/on-borrowed-time-world-marks-new-global-heat-record-in-march","Why a Sri Lankan island is sparking an Indian election controversy, https://www.aljazeera.com/features/2024/4/9/why-a-sri-lankan-island-is-sparking-an-indian-election-controversy"
